filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
26961002.mp4,0.45329368,0.16077824,2086.6360468361554,2115.1362482221384,4081.5294862162586,0.11315974657749613,-145.11371,105.34485,-8.406323,17.589275,1.0530864,6.660404,-0.99302715,3.490713,-1.1394135,2.4796667,-4.9625196,2.2017136,-2.6512353,0.88610387,-5.246616,-0.25099197,-2.2596545,0.79025143,-4.196239,-1.8691213,high
27073179.mp4,0.29091847,0.029362855,1328.435064539386,1578.5330648492625,2439.506081973805,0.06834217933678406,-348.9613,137.21863,3.643086,18.587828,-0.9673582,2.5564198,-7.4451113,-8.621622,-7.063004,-4.288965,-5.2110715,-4.756941,-3.7872431,-2.653625,-5.7241845,-1.8532734,-3.484313,-3.966642,-5.3461885,-3.079421,high
1293323.mp4,0.3520552,0.024780646,2884.2000323457387,2294.255371280262,5447.7170584002515,0.17895847946497678,-268.94528,62.977917,-26.554745,8.740748,-27.656649,-12.964357,-4.7763133,-0.56867987,-22.716284,-0.96385753,-7.1791086,5.613986,7.11576,9.457886,2.155545,7.886964,-1.2840494,7.4261413,5.261954,5.4888124,high
25876760.mp4,0.50032413,0.06874652,2138.515440231987,2237.1140004989097,4564.79739729465,0.09984671294504643,-194.25883,96.495346,-4.082001,31.585598,-4.489825,12.398348,-1.7999413,5.698103,-5.561394,4.571627,-3.4746828,2.4632146,-2.5069094,1.5321555,-2.7511714,1.0693647,-4.3563914,0.51874167,-2.260269,-0.40416914,high
10810745.mp4,0.519297,0.114946604,1603.263254661467,1849.0045550267387,3443.9083418240857,0.0680285002055921,-164.80197,118.653145,-4.4507675,33.831104,5.28754,19.686497,2.0947027,11.580207,3.932304,8.628434,1.9856312,8.2381,2.0982435,1.7058271,0.92020637,3.0077822,-0.70616144,3.3097293,1.0395421,1.5707067,high
30337172.mp4,0.31898284,0.030433487,1727.2740409552648,2092.8993827626637,3414.5626859399185,0.06815113740808823,-345.4693,112.62911,15.068931,15.440898,1.795666,5.508975,-2.9846535,-2.6453362,-5.3840165,-1.2626815,-4.9202485,-1.4369582,-3.4532194,0.1814783,-2.5673492,-1.6209781,-3.0659676,-1.1924735,-5.3063354,-2.4945192,high
27102569.mp4,0.3058827,0.11697604,1636.2834848919447,1806.7189926973565,3176.52245866994,0.0806658009626548,-211.25755,110.56965,10.205843,18.229715,-4.3906198,-0.23915794,-1.9318147,-1.5438471,-5.9909163,-2.168193,-2.49748,-1.6753907,-3.8862064,-2.7035136,-2.2697139,1.3905605,-1.030659,-0.29188085,-1.7006009,1.1599437,high
30466833.mp4,0.37663373,0.08147937,2320.429881630089,2446.9016794460795,4994.908705727973,0.10962316860964712,-137.71417,91.63338,-1.1993932,23.800446,-1.0685029,7.9721766,-8.203419,0.93706137,-7.793643,0.9226532,-9.21609,-1.6172742,-8.920352,-1.1055266,-7.6277695,-0.9059363,-6.9522014,0.2494974,-5.1242623,-1.6893551,high
30175306.mp4,0.45781192,0.07892204,1649.4396808295303,1892.6644892634424,3452.212458276896,0.07305568069127322,-204.16095,118.36758,-14.3663845,35.62615,6.0706925,9.283926,-1.1475532,4.974543,-0.30382043,1.671132,-4.0506897,4.4564514,-0.9433883,1.1204841,-1.9214739,2.1467474,-0.4115646,5.139923,1.9194129,0.97158813,high
27605698.mp4,0.38124213,0.23426767,1797.8524057525926,2066.235819156221,3664.4486749135303,0.07634647711880804,-89.719154,113.224655,-4.1019626,22.600334,-0.47610936,9.815605,-1.6811146,5.5088615,-3.4360201,6.6564336,-3.4624429,4.841584,-1.1425961,-0.18393502,-2.9915452,0.4090388,-6.199145,0.48049444,-5.0196047,0.15005513,high
26277313.mp4,0.5871012,0.30600893,1734.9983012463895,2011.937306327188,3735.214913666433,0.07474331220975232,-63.50588,122.01821,-1.7520939,23.697464,2.4805248,17.044258,4.873243,10.139545,1.4468259,9.124736,3.2333686,7.478827,2.09601,6.084691,1.555093,5.2529345,0.7288138,3.7740407,-0.25976804,3.4609118,high
30244759.mp4,0.48429167,0.10203577,1659.1458830732115,1900.0249586557181,3503.5954809041214,0.07283100328947369,-164.58752,118.25774,-2.4821882,31.487692,5.562072,12.332121,-1.2643553,8.045159,-1.8332905,5.2508593,-1.2166115,4.750213,-0.2176166,5.331774,-0.23474678,4.1266146,-2.5296552,3.1571095,-1.3444957,1.1803362,high
10545939.mp4,0.29685673,0.029782431,1644.7576589793466,1973.9070876101464,3468.3123609229874,0.07109140685468267,-316.81174,112.98539,9.285126,15.720797,-7.6938477,-5.3027425,-10.535938,-5.374644,-9.477064,-7.548615,-11.840707,-6.780506,-8.553192,-8.382108,-7.1539016,-3.7590556,-5.209419,-5.359582,-3.0404959,-0.046778914,high
1303485.mp4,0.5489833,0.1081924,2317.525911539802,2135.3816417518196,4723.713139219972,0.1191134746959166,-104.045975,94.45356,-41.26877,10.152569,-19.899815,23.77848,-5.4465394,16.803795,-5.8510337,5.2063227,3.6444821,8.158843,4.482159,3.7012198,-0.07056424,0.7295019,-1.2102216,1.672117,-3.439346,-3.5166097,high
20645019.mp4,0.38285473,0.22852853,2447.8312658040377,2227.878168731535,5000.5898904072665,0.1369539803832117,-82.29763,60.594944,-1.3602749,21.722204,5.823822,8.387772,-8.094385,7.8525558,-3.3574688,4.3648677,-3.8416693,-4.1451244,-3.0154989,6.981048,-3.4177759,-1.0908804,-3.4489815,6.088435,-2.6101587,0.58544743,high
27056299.mp4,0.4591618,0.08547134,671.4669034701028,1051.5777444234816,1282.7714099234472,0.027327121226780184,-301.34207,144.14934,34.490753,30.58309,13.968835,9.696123,8.517306,8.134401,4.7806,6.666798,5.033779,8.052508,8.413703,5.6667914,4.1941705,2.0692353,-0.07130352,1.0432259,0.53236675,0.66672724,high
26331839.mp4,0.48588026,0.24114352,1496.7659080201493,1957.0621856044165,3085.877173456245,0.05755161722378096,-91.363144,131.45076,5.4443774,30.85565,7.976396,11.046072,4.6883593,7.932203,-1.4888022,8.52567,-0.36852518,5.8192186,-0.34504142,5.7234807,-0.7483206,5.1525764,-0.18280733,3.8909507,0.029433034,2.1900427,high
26935296.mp4,0.25784385,0.06904125,1636.560816504271,2101.029526965239,3196.6640035434402,0.06258389971942724,-262.30075,125.41071,22.9746,14.737175,6.0356894,-4.1040144,-3.8072286,-7.1789355,-12.433876,4.200406,-12.21635,-6.616412,-7.54621,-6.73263,-8.82637,-4.554755,-7.5655704,-3.286687,-9.056437,-2.819221,high
4291275.mp4,0.2604921,0.07152178,866.4582290624763,1107.5661672479146,1642.9692318564967,0.04068493916892415,-322.95972,138.30751,19.279497,22.453865,4.4226155,3.9328632,-0.3179788,0.20116001,-5.477196,-2.6558747,-7.9036317,-3.7975402,-6.7504625,-4.07802,-5.4685483,-0.97257936,0.2815321,1.9436345,-2.4831853,-2.584424,high
25823833.mp4,0.45481277,0.05493836,1492.91677537337,1718.6566938615733,3093.418794519761,0.07629205567917957,-234.21773,129.76646,-3.560946,31.408203,1.1593233,12.90778,5.7182665,7.49525,4.6605034,3.631747,2.6245117,3.1959422,1.3958559,1.9502366,-0.08111714,3.8168635,-1.4532048,2.2017007,6.7148046,0.15983965,high
27109950.mp4,0.4390505,0.20683548,2509.3567500929094,2460.7126157872854,5219.555938059331,0.12025248524574303,-64.08317,78.50856,-6.9242535,27.165503,-1.4613264,10.925908,2.4373543,10.781342,-2.3385494,6.5771523,-1.3451645,5.692471,-0.75331265,0.33136618,-2.9636197,3.709352,-3.6753354,1.8286694,-3.3084548,-0.096674494,high
26704137.mp4,0.41611996,0.031660885,1941.5472181399189,2132.3348897223627,4013.384064948965,0.08505882050599846,-289.5955,105.492165,11.166778,32.25452,-3.4731536,12.382083,-3.0483744,2.8205125,-3.3981333,1.68877,-3.2569935,0.24525154,-4.8725286,0.91855085,-4.1430225,0.6256982,-5.4084654,-0.066828795,-4.9483414,-0.80898833,high
1291858.mp4,0.33332807,0.02670075,1991.9179545331879,1883.4764350036057,4013.1798995168588,0.11104713652525154,-279.27792,113.937744,-37.432446,32.414246,-25.815178,23.142422,-14.26856,16.706371,-10.07804,4.473058,-8.825072,-2.7553213,-3.343816,-0.046726853,-1.3171113,-3.8869388,-0.15374336,-4.81003,-1.5400571,-4.4466105,high
27041519.mp4,0.38696292,0.120986275,2142.0278640917672,2513.4598334469533,4759.250388130684,0.08447473484665248,-142.46056,90.9873,8.440643,28.42641,11.110988,10.752511,10.234865,10.669133,1.6616434,7.1015253,-3.5117767,3.2419894,-2.4667144,3.564472,-2.4843688,5.5546513,0.2980983,4.40112,-3.1225626,-0.10021694,high
6792683.mp4,0.62189597,0.19154076,1007.3885090608825,1429.7862489121392,2058.8394224135845,0.041773576684740514,-178.71495,126.63841,14.318769,37.929516,12.776534,19.293842,7.536391,10.256687,5.9747076,6.102999,1.986588,3.470892,2.116197,3.2204485,2.1715074,3.9974365,2.4098132,3.811161,1.3659378,2.96118,high
19962587.mp4,0.2962658,0.08767676,1230.3418390552602,1514.6149496018977,2359.694064586155,0.056483974397736066,-225.64212,148.33545,0.36978617,17.898212,-5.5503883,-2.0223439,-11.139344,-5.0105314,-8.909885,-1.8161317,-7.1758947,-2.2112002,-7.07739,-3.5782568,-5.4341216,-5.250001,-7.5859737,-3.8603282,-5.748137,-2.2469127,high
25747204.mp4,0.46621907,0.17230456,1388.6087895359826,1865.5186436918843,3030.2775096598057,0.04624877551760836,-153.34673,127.86479,5.7187543,31.927177,6.9215364,17.388828,5.5007343,9.305341,1.5696586,6.403332,2.1060197,2.4779654,-0.5857319,0.15740891,-1.0680507,2.3059745,-1.4181793,0.17781833,-1.2521559,1.6403574,high
19963896.mp4,0.36572194,0.041768607,1788.4317731002047,2063.3640759039768,3929.94290283959,0.07885836669166021,-250.09215,115.78582,-0.92192656,29.508472,1.9816239,9.816274,-1.2813641,6.4917407,-2.1010118,-3.6988604,-6.3198195,0.7205321,-6.0648823,-0.36571652,-2.7411904,-1.0842285,-5.333137,-0.728753,-2.4992263,1.5997382,high
21941770.mp4,0.46278712,0.24199152,2164.5691945101908,2147.5538983257716,4440.677314498476,0.1083120812572562,-68.2386,93.85691,-15.915839,31.163149,-3.2142527,17.01606,2.5592155,5.145626,0.6928072,6.737745,-0.94242096,-1.7119749,-2.0985548,2.5932882,-1.0658994,3.0307055,-2.972058,0.8459482,-0.8900587,-0.49683353,high
30466832.mp4,0.31799823,0.09362835,1417.7016264310662,1785.5124151818468,2749.579710808266,0.06206729704115794,-205.39781,144.42075,9.06527,21.407936,-4.85329,5.6107683,-5.150269,-0.9792507,-9.419717,-0.38365096,-7.584433,0.5692441,-5.7151675,-2.2982988,-4.269731,-2.0794923,-7.4753623,-3.5575302,-7.1394696,-2.816025,high
10554941.mp4,0.428895,0.11628247,2254.495249721154,2450.978198008169,4983.402011673364,0.11162162325716499,-157.24959,81.79412,3.2891805,8.98024,2.4903402,9.412199,1.1351542,4.459952,-2.1334982,1.6909218,-5.082285,4.4750853,-0.8922662,-0.13240814,-1.9970819,3.5718784,-2.4608958,6.6163774,0.8735431,4.7462215,high
26816076.mp4,0.4952865,0.14584169,2193.458728475324,2223.0116870965585,4435.660678166723,0.10764182831849846,-102.36525,96.39722,-18.101858,26.686115,-0.28432462,11.009654,2.622312,11.320986,-1.5933512,7.6314416,1.6510766,7.0624895,0.26639512,2.1786845,-2.5101514,4.4571667,-1.4859154,3.3309798,0.52408254,3.4764438,high
25801066.mp4,0.49532676,0.15670411,1848.918088896244,2003.7991818730552,3819.910234858746,0.09084072053986068,-106.28079,119.77013,-11.578241,31.192924,1.6439604,8.292122,2.9088006,5.6538663,-4.3985586,6.092838,0.7366227,2.8296678,-1.0273999,1.4378352,-1.2754145,6.3444214,-0.85122484,3.5679107,0.8862511,3.2117429,high
10586620.mp4,0.37384707,0.10204182,1678.7619760669224,1780.5790984104856,3413.396026327883,0.0878976166432856,-146.52423,138.466,-28.882212,28.873016,-4.0630207,-2.4760697,-0.8720484,0.18813284,-2.6144438,-0.45083457,-4.964694,-1.0851092,-1.1744391,2.0735855,-2.0844204,1.7177069,-4.5991917,0.85354584,-3.6605024,1.9011023,high
10727042.mp4,0.4626651,0.10277869,1755.6446854042094,1996.3402001227219,3768.6438781927245,0.08257149616631192,-148.7279,123.47332,-12.183049,33.357964,-2.1909044,11.604331,2.1888187,9.910157,-1.017333,4.749476,1.3868034,5.6653423,2.042081,3.651761,-1.876885,2.2090857,-0.8930955,4.478044,-1.1331999,0.11351594,high
1308857.mp4,0.27093512,0.054683253,1198.702654931882,1280.1056379223255,2362.0440503761124,0.06280441992792182,-302.43262,97.37368,-2.1012647,12.309965,-2.2413027,3.6495275,-3.2950034,2.0292,-7.069774,2.1469634,0.6638212,1.5422753,0.113735,-0.5114959,-0.71902794,2.0032198,-4.0366416,2.3760533,-0.9303759,-0.23491637,high
26724807.mp4,0.5260742,0.10835651,1933.7339724565015,2210.275020016622,4226.386943616365,0.07369267608359133,-193.69014,101.67022,6.142192,29.269724,19.593658,17.321293,6.3462176,12.889627,3.6696754,10.253452,2.4132886,6.88752,0.38425428,5.0936637,0.8077759,5.1559787,-0.7887835,4.281989,-0.41343212,3.6801333,high
25824741.mp4,0.361483,0.032183703,1861.0188344677827,2080.5503201948623,4042.1963907247728,0.0829951519567531,-287.86478,116.532364,2.4440532,29.998875,-1.4261755,5.767594,-6.5342507,4.941274,-7.883788,3.2369354,-7.224431,0.92511934,-4.106232,-0.73133487,-3.6407335,-3.709115,-8.500196,-2.6023064,-5.5797048,-2.7789338,high
10573695.mp4,0.49354023,0.04171083,1769.5001120691716,1976.0849185685877,3881.0556984538266,0.07706623845056114,-268.37665,118.99226,-4.4246025,31.443369,0.874456,14.810297,11.249908,6.9043255,1.6838906,4.657059,0.6698071,3.190309,0.7930101,8.071372,3.4243944,5.822984,0.9739445,3.058984,1.9735336,4.31878,high
27061554.mp4,0.4641723,0.13686812,2152.87296155437,2189.0563063750947,4391.494278568232,0.10628960671439629,-106.393684,102.63368,-15.578636,29.563211,-3.1468446,11.999047,-0.04571467,4.7669735,0.9096993,5.4138727,0.3540415,4.8106318,-3.2991092,5.039552,-3.3756084,2.3024917,-2.298414,2.1860156,-2.1511662,1.9557433,high
26773744.mp4,0.24348792,0.13292158,1927.9310480274564,1857.8103362927332,3952.2761011271286,0.10457249691611842,-174.51799,61.47157,-18.517086,8.193592,-22.893778,-1.770411,-25.935486,-13.369579,-9.301732,-4.83057,-11.657836,-11.44319,-14.214477,0.13009974,-2.7867835,-2.7485948,-3.5874515,0.28277162,-7.2140636,-0.5126908,high
25662327.mp4,0.44227943,0.13378106,1530.4890972163912,1800.3201999510559,3323.888234235923,0.0655927628555534,-161.07031,123.67996,-2.0368845,28.909195,2.4913156,13.306284,-0.3487922,7.895893,0.17889206,5.2221994,-0.10866242,3.9007943,1.0879327,3.9437804,1.5579171,3.433163,-0.85134417,1.9491193,0.98548025,3.2996452,high
26616690.mp4,0.5445175,0.20439936,1783.1664773994617,2053.284682263723,3889.397314679881,0.06382690051760836,-119.216576,113.490326,-4.2452426,39.097317,7.8713517,20.544132,2.1037767,11.997592,1.5759127,10.042242,0.9979427,6.9420443,-0.10996943,5.0588803,-1.9259727,5.2102923,-2.3479102,3.304781,1.1211263,2.3108609,high
30317706.mp4,0.5396535,0.21458726,2272.423575527359,2333.2465388001433,4779.533598814217,0.10708684301228716,-60.3939,95.30919,-5.642165,27.654097,-1.6768099,17.30395,-0.31485558,11.514576,-0.10338326,7.014934,1.2027245,4.87522,0.24682267,3.8008878,0.074391745,4.6560836,-2.285406,3.2234802,-1.3773198,2.0716398,high
5996800.mp4,0.5352591,0.1375711,2137.718497311751,2142.8746837274894,4354.102838002491,0.10926710193740326,-138.53091,90.776955,-2.6034846,39.499813,3.2290738,16.839054,-1.5209241,8.251504,0.55914897,3.3445625,-2.4131193,6.721394,-5.138826,4.620923,-3.9577448,0.55911964,-0.14993562,3.4704976,-0.43131024,1.6289647,high
3804746.mp4,0.39803636,0.074652985,1901.5876118162114,2000.5427018417945,3902.338903090533,0.09583199799245357,-177.55234,123.16559,-17.376432,18.046833,-2.7538004,5.143025,0.68796563,2.614573,-5.171121,2.4725285,-3.0028393,2.3453863,-4.175523,-0.09507865,-2.9544814,1.1116928,-5.809369,1.7025272,-4.0794578,0.5033459,high
25864159.mp4,0.3264387,0.10285843,2887.347213838501,2242.2686565213667,5455.156765516061,0.16656712991782868,-183.04445,25.705643,-13.291094,12.744617,-11.222445,-8.709757,-16.784163,2.1939092,-10.842397,-2.5305774,-5.4824796,-2.0415766,-6.8542113,1.6085614,-0.75436705,0.8338298,-9.490396,3.1772814,0.9750054,5.039278,high
30273082.mp4,0.5157793,0.07028162,1702.2760546320671,2067.6173289415133,3629.994716585236,0.06874637190402477,-206.92221,118.00156,5.226374,25.942905,4.494642,14.244164,4.552361,11.333257,-0.41560155,7.9200807,3.096231,7.2761207,1.2861227,3.3436358,-0.38450617,4.8469806,-0.7944062,5.3881526,0.8640973,2.9848492,high
3649049.mp4,0.44144025,0.12124819,1290.983524562279,1675.890417875639,2606.1967406848635,0.053173903710332815,-197.1809,131.58685,0.54228866,19.866184,4.204848,10.951786,4.143109,7.245347,1.9833765,5.110974,2.6317148,5.795734,1.587582,4.785455,1.0371077,3.0665374,-0.21213028,4.4421997,-0.16503096,2.1474848,high
26611458.mp4,0.30170056,0.080822475,1610.32995120178,1853.2535171726104,3175.3349658505467,0.07611594185371517,-249.96692,113.36665,-6.3757296,13.135712,-9.539257,-5.0215364,-2.899062,-1.9205787,-4.3692875,-3.334552,-6.0712276,-2.4835813,-5.113473,-0.4114341,-2.636647,-2.2966814,-3.7961335,-1.5549316,-4.6382513,-2.709738,high
25827935.mp4,0.37136912,0.30314094,1697.6309748512351,1724.062352969037,3364.8296533354296,0.09015818498452012,-60.87436,128.9687,-27.781178,38.593727,-7.9439354,4.7619696,-4.577712,-1.7058687,-0.24508327,-0.8690412,-3.9123807,2.0159667,-0.11776025,-0.16548003,-3.995796,0.77553034,-4.0392256,-0.87841535,-0.014036102,0.5277209,high
10617168.mp4,0.5121289,0.08687945,1313.3570146649245,1655.4493297361373,2683.7962714511173,0.05147720195191564,-240.19543,130.73026,11.3895445,28.100163,16.403418,13.940205,8.350405,9.4037,2.7106557,6.9467363,3.808364,8.765127,3.0644953,6.345122,1.7661694,4.4747834,-0.39917192,3.2366157,0.25964615,1.8967042,high
6078003.mp4,0.31788412,0.031272225,1293.4697219001316,1417.692600543985,2622.9466394005176,0.06398109459655572,-383.2963,90.37335,5.0526495,12.049169,6.283505,0.22709906,1.8639262,1.8063987,-0.37068984,0.27569443,-2.2902575,-4.212181,-2.9926462,-3.518046,-3.5900793,0.41491643,1.7222613,1.1958708,-2.216231,-2.0228503,high
26603666.mp4,0.48487398,0.27444816,2407.4064847468903,2559.243674875632,5288.57218739418,0.09144011222910217,-34.43314,84.83905,2.0004869,26.913168,3.553266,13.831279,2.896032,8.861817,1.1659563,7.7659335,1.407967,8.042167,3.5391865,6.311597,0.11171831,6.874752,0.53030473,5.4131756,-0.3720102,5.2836723,high
24751765.mp4,0.4065795,0.06794999,2148.6930766319674,2245.571752603046,4624.0928720763595,0.12055614932033669,-167.53702,113.98337,-4.839219,11.233185,-7.327625,2.4428294,-1.9065384,-1.4556435,-3.3399334,2.422545,-4.7403326,2.6575449,-2.5350573,1.8137397,-2.652965,3.0092683,-1.8413831,1.1593282,-2.6741621,2.1497107,high
5320233.mp4,0.5082659,0.21054052,1826.4732047174564,1905.481277353035,3944.3945992815866,0.08431742053910703,-84.25686,114.18606,-21.535498,43.779934,6.2814064,10.60118,8.461558,9.239841,4.0078244,6.455828,2.2418554,5.99798,0.7082344,4.8938675,-0.37921456,3.8180377,-0.99289614,2.6294792,0.5935012,-2.0344436,high
26779337.mp4,0.41268632,0.0988777,1960.5985658059838,2103.390315171165,4029.417301331511,0.09310525711106811,-177.79144,113.422966,0.5180339,16.602621,-4.8041983,9.060763,-0.54212326,2.7937617,-0.8766795,3.1099427,-3.6142986,3.9360683,-2.433825,5.3771963,-2.4441602,-0.5830874,-2.707274,0.1353583,-3.2154827,0.4444575,high
30166972.mp4,0.3025056,0.09502901,1473.3234720285748,1759.6404187463897,2938.7530630956126,0.06586581487035603,-198.91252,133.72025,1.4029505,22.938358,-3.7278028,5.441804,-6.322121,-0.17318729,-5.3600063,-2.2807927,-4.12183,-3.1447592,-4.8022695,-2.5255914,-2.414495,-2.1326444,-5.6029296,-1.9722929,-2.9232316,-0.6596333,high
26935281.mp4,0.41023624,0.09405899,2114.9271807990713,2214.936428358924,4359.165307390432,0.10043079860439241,-153.22018,95.01674,-12.476717,23.54299,-3.6715825,13.154382,-2.0816774,4.3262987,-1.0969101,3.660354,-2.7891357,3.2667353,-3.673476,4.943249,-2.6724348,3.4283662,-3.7149916,2.698388,-1.6345642,1.6816503,high
20378811.mp4,0.29695156,0.078975946,1124.2805401638468,1342.2958508686074,2215.1782717867163,0.059452021454140865,-251.8274,152.37189,0.26618734,29.003761,3.023765,1.5440979,-6.4940333,1.7793554,-2.9485233,-0.6375196,-3.9094872,0.8382476,3.412502,2.6697698,3.345589,3.0056202,-1.1518096,2.1170764,-0.54469126,-1.9490547,high
10726941.mp4,0.55720633,0.22641274,1874.9378494073646,2055.875839611073,4046.2505328765965,0.08720412121468653,-51.94179,119.15493,-12.351933,39.845287,-1.4793701,16.45286,-0.64399004,11.2342825,-2.6591,6.3893447,-3.8155854,2.6060596,-1.9538139,5.9662514,-0.9419733,3.0115604,-2.1476488,1.8216611,-1.6995646,2.0633273,high
10569022.mp4,0.37874386,0.20366256,1705.4834551108588,1827.92222711364,3364.3338230003146,0.087515721749226,-107.893295,111.46786,-18.215572,25.430803,-0.13822593,10.796239,2.3149679,7.5401673,0.64226425,4.376343,-1.7189957,2.9649363,-0.028419046,4.3987236,-1.0141325,2.4815032,-2.4706025,0.57283896,-2.8970158,-0.06807319,high
26331608.mp4,0.46493933,0.05112204,2756.524096534752,2612.2207175550457,5825.718939341259,0.13675465303308823,-198.38501,71.50063,-3.7002077,25.847218,3.1857495,19.352528,2.869972,12.774553,1.4656152,8.996491,-0.19531532,8.15144,0.7884515,4.8269687,-1.4281611,6.001796,-2.0813918,5.8693333,-1.0924059,3.6656816,high
23761370.mp4,0.54788464,0.1636482,1814.0056946925442,2064.198066241274,3997.7924925624034,0.07217719016060371,-147.42369,108.7711,0.62607443,25.354631,9.879761,17.472696,3.3730009,10.994372,3.7065089,6.250954,-0.75511354,5.039568,0.4617353,2.7877417,-1.2635181,4.832798,-0.3260165,1.5743645,-0.808538,2.5511618,high
3078390.mp4,0.4555156,0.14399979,1452.998805140846,1599.6885024313106,3054.3356975165684,0.06651660458591331,-149.9096,143.57909,-13.605591,28.054502,1.2316264,11.141527,2.145071,4.823701,-0.5243543,5.4507627,3.3992126,4.7308702,3.6229448,3.3242128,0.39190146,3.0690854,0.6373384,2.4104435,-1.1179785,0.9082577,high
33400376.mp4,0.3838269,0.11500838,2041.156582556172,2074.2792353208333,4146.791591585236,0.10487729477070433,-128.39964,105.41952,-22.842712,30.510551,-7.003896,16.545301,-5.1373153,6.370431,-1.727776,3.5333905,0.44116494,1.491578,-2.888307,-1.0401675,-3.5662427,2.904709,-4.377819,2.1850798,-2.3540792,0.80248684,high
27201353.mp4,0.50003535,0.08017462,1732.5766273252968,1946.2877453906099,3669.0819802299,0.07415884862374227,-217.81676,104.57513,15.790871,32.695057,9.981538,15.648265,9.126918,11.229311,3.449282,8.632457,3.785093,6.429292,2.9194562,5.184887,1.2657728,4.7412987,-1.4608375,4.1459355,1.1405113,1.2557676,high
26954859.mp4,0.49213797,0.2288356,1537.8345309452995,1890.9562034290282,3143.3543757670054,0.06653271461547453,-127.920784,123.03138,10.25752,21.266851,8.016465,11.0839815,3.3207774,10.278607,4.381355,7.9123077,1.2865938,3.7289193,-0.40276006,5.662675,0.22156382,2.6383526,-2.5515623,-0.079276025,-1.903984,0.64350253,high
30181130.mp4,0.30454,0.11014492,1456.285095624456,1872.9775262853911,2935.257250900977,0.05782523612857972,-221.09138,125.38407,8.517835,19.755552,5.561332,10.357233,-3.1257615,1.7277031,0.6880746,3.2509313,-4.3336263,0.53965586,-0.99056923,3.308259,-1.2766873,3.1684084,-3.0330977,-0.05951948,-1.7801268,0.3505334,high
25975323.mp4,0.42545223,0.056977227,2472.341091968453,2450.746675365988,5184.1728186828805,0.14217979029605263,-246.34015,93.46971,2.7512403,23.911722,-2.006724,7.5251207,0.40760392,8.402721,-3.5323308,4.406114,-3.3596785,0.75991964,-1.1364751,0.35292935,-4.4222693,0.4371853,-6.1116934,1.1256639,-2.585811,2.2748578,high
25845586.mp4,0.4977511,0.26398557,1804.9765859421216,2214.9330969667576,4141.662455933751,0.06646747411958204,-46.16139,115.71944,-0.9667964,33.323845,0.63483363,17.505192,-1.4493407,10.461715,1.7047752,7.8837466,0.16332608,3.8461053,-1.7225362,3.3584416,-1.3936065,3.6177926,-1.8597786,2.2296731,-2.6574118,0.9239307,high
24751764.mp4,0.30910745,0.04351663,1183.9301062370039,1307.868070599084,2190.0242572229345,0.06336696376741487,-321.31638,122.23538,2.3167117,16.998755,0.8842607,2.5201201,-5.4550433,-2.592609,-6.1487517,0.122152515,-3.5285568,1.1412879,-2.8568175,-4.732617,-2.8939815,-1.3159007,0.48116603,-0.45601255,-2.153618,-1.5649737,high
26873799.mp4,0.48719797,0.15420648,1623.332138341647,1924.7231682319052,3446.5124927438083,0.06826149199400154,-121.21133,125.07124,-8.722805,25.952116,1.0185574,16.378922,3.0612159,10.484166,0.73231906,11.028898,-0.83687294,4.947893,0.3342375,4.8010116,0.5132628,3.804829,-1.6603246,3.1143343,-1.8035395,-0.9976304,high
26868408.mp4,0.2755561,0.074269615,1490.8822235294817,1640.483059438814,2784.7331610995548,0.07468359979682662,-254.75223,129.77104,-1.004495,9.612553,-4.200418,-3.3968365,-3.91126,-4.881111,-13.863653,-12.080909,-13.252204,-8.085127,-7.6161065,-1.8688471,-2.9651783,-3.8821118,-8.352399,-5.137016,-5.4953833,-5.117617,high
27172891.mp4,0.38093776,0.093633324,1317.301973419178,1606.412184711175,2387.285564410797,0.06497863202641253,-175.52876,155.34879,-12.854294,10.050606,-7.8805523,4.3019614,-7.06554,-1.583024,-8.16773,-1.8763831,-7.480597,-0.9057244,-4.9300523,-3.232493,-4.850612,-2.4050224,-3.1539311,-1.0075499,-4.946351,-1.0324187,high
30466831.mp4,0.37696403,0.046397377,1872.8817533606689,2243.036937805815,4102.404359988753,0.0771231164135062,-211.71494,114.365685,5.3804574,29.48235,-3.643987,11.705768,-1.512796,4.2353425,-4.7197866,2.6873014,-2.0990286,3.8776565,-4.6640434,2.564049,-4.0761924,1.4732143,-3.3293955,1.5237135,-4.019106,2.4612448,high
26290398.mp4,0.45169026,0.11055909,2739.8275932511597,2547.8169523355573,5607.770257247122,0.14614065069901316,-117.02658,72.01746,-1.5265357,19.17324,4.638526,8.471297,-3.281908,8.381672,-3.2158966,2.9992762,-0.3972503,4.3863096,-2.8311477,3.8757498,-4.209589,2.1395445,-4.099697,1.737898,-2.89784,1.021267,high
