id	电影名	内容简介	主演	导演	编剧	评分	预告片URL
26744597	云南虫谷	胡八一等人由于之前探险，身上出现了眼球印记，这印记带着诅咒，会危及众人性命，传闻雮尘珠能解开诅咒，而它曾经作为陪葬品安放在古滇国献王的陵墓中，胡八一等人只能深入瘴疠之地，再探古墓奇险。 胡八一、王胖子、Shirley杨等人穿过遮龙山下古滇国秘密地下水道，不料遭遇千年痋术机关，成千上万个奴隶制成的“痋俑”像炸弹一样倒悬在洞顶。深入丛林之中，更是不断遭遇重重考验，但唯有冲破障碍取得雮尘珠，才能破解众人身上的诅咒…… 终于，在历经层层凶险，众人终于来到献王墓入口，然而更大的挑战也接踵而至… …	蔡珩,顾璇,于恒	非行	非行	3.2	http://vt1.doubanio.com/202003221544/7b0b1ab32f0cf35970d05ff021c98a18/view/movie/M/302410106.mp4
26746958	阿修罗	自创世以来，世间万物，按善恶法则在天界、阿修罗界、人界、魔兽界、恶灵界和炼狱界六界轮回。生命不息，轮回不止，直至数百年前，长有三头的阿修罗王（梁家辉饰欲望之头、刘嘉玲饰谋略之头）发起攻天之战，以欲望取代善恶。阿修罗王战败，失去洞察之头（吴磊饰），被打入炼狱界。百年后，阿修罗王重新回到阿修罗界，找到轮回至人界的洞察之头——牧羊少年如意（吴磊饰），并欲与他合体打天。一面是至善、至爱，一面是至恶、极欲。一面是人类家园，一面是阿修罗界。不谙世事的牧羊少年如意将会抉择，轮回六界又将如何变化…	吴磊,梁家辉,刘嘉玲	张鹏	杨真鉴	3.0	http://vt1.doubanio.com/202003221558/ed8fb6523c48dcedca8719e2e92616ea/view/movie/M/302330437.mp4
26752088	我不是药神	普通中年男子程勇（徐峥 饰）经营着一家保健品店，失意又失婚。不速之客吕受益（王传君 饰）的到来，让他开辟了一条去印度买药做“代购”的新事业，虽然困难重重，但他在这条“买药之路”上发现了商机，一发不可收拾地做起了治疗慢粒白血病的印度仿制药独家代理商。赚钱的同时，他也认识了几个病患及家属，为救女儿被迫做舞女的思慧（谭卓 饰）、说一口流利“神父腔”英语的刘牧师（杨新鸣 饰），以及脾气暴烈的“黄毛”（章宇 饰），几个人合伙做起了生意，利润倍增的同时也危机四伏。程勇昔日的小舅子曹警官（周一围 饰）奉命调查仿制药的源头，假药贩子张长林（王砚辉 饰）和瑞士正牌医药代表（李乃文 饰）也对其虎视眈眈，生意逐渐变成了一场关于救赎的拉锯战。 本片改编自慢粒白血病患者陆勇代购抗癌药的真实事迹。©豆瓣	徐峥,王传君,周一围	文牧野	韩家女	9.0	http://vt1.doubanio.com/202003221529/85fff8063555e1652046517ea86d7cbf/view/movie/M/302330315.mp4
26756259	二十岁	刘达（屈楚萧 饰）、林一木（叶子诚 饰）、符号（孔垂楠 饰）是高中三人组死党,随着高考的结束, 平静的生活开始有了不同。高考分数公布的当天,刘达偷了老爸的车和林一木四处寻找落跑的符号,偶遇烧烤摊老炮, 开启了各自的青春启蒙, 誓要让自己的20岁闪耀人群。日子就这样过去,三人就这么走过了20岁,纵然人生和计划完全相反,甚至乱七八糟,可是又滋生出新的生活养料,鼓舞他们走向更远的人生。	屈楚萧,孔垂楠,叶子诚	刘畅	李毅	3.9	http://vt1.doubanio.com/202003221617/b4240f808ba5ce61cb25cabba8f88295/view/movie/M/302390634.mp4
26757794	人鱼校花	贪玩的美人鱼公主Sunny偷偷潜入人类世界，不幸遭遇“船货”丢失了重要的鳞片。为了回到海洋，Sunny不得不上岸一路追寻，被好心人类少女艾米和齐齐从博物馆里救出，又对无意中和鳞片融合的校园男神文正熙展开了轰轰烈烈的追求。在Sunny即将收获爱情回到海洋的时刻，暗恋文正熙的大姐头罗伊琳却识破了Sunny的人鱼身份，并带着对人鱼有变态嗜好的眼镜老师开展了人鱼抓捕行动，Sunny的性命也因此危在旦夕……	文卓,邹杨,曹曦月	叶茗	管晓杰	2.8	http://vt1.doubanio.com/202003230047/c914a0a84741050857ca56e6657dc197/view/movie/M/302090616.mp4
26757951	会痛的十七岁	夏远远（徐娇 饰）是一名十七岁的高中生，因为患有先天性痛觉是绝症，所以性格非常的孤僻和古怪，不爱交际的她成绩在班上也是吊车尾的水平，只有同样融入不到集体中去的二次元男孩罗涛（鲁诺 饰）稍微和她走的近一点。 班上来了一位新的班主任名叫李米（蔡卓妍 饰），她似乎有着和前任大相径庭的教育理念。在李米的坚持之下，夏远远和名为顾明耀（胡夏 饰）的男生成为了同桌，顾明耀品学兼优，是班上无数人眼中的天之骄子，这两个八竿子打不到一起的人走到一起后，会发生那些有趣的故事呢？©豆瓣	徐娇,胡夏,鲁诺	彭发	雷志龙	3.2	http://vt1.doubanio.com/202003221606/443a83dec689ae7cb32806c8b28d0774/view/movie/M/302200999.mp4
26760160	破·局	这是高见翔警官生命中最艰难的一天：母亲去世，工作遇阻，还在奔丧时意外撞死了一个人。他本以为可以瞒天过海，没想到一个惊天阴谋在前方等待，令他身陷迷局......	郭富城,王千源,刘涛	连奕琦	林宇辰	6.2	http://vt1.doubanio.com/202003221542/a5590bb534d87fc126c18787720f99bf/view/movie/M/302200228.mp4
26761334	我心雀跃	高二女生刘唯唯（孙伊涵 饰）在学校结识了美术老师邹野（宋宁 饰），邹野独特的气质和举止让她第一次有了怦然心动的感觉，纵使这份藏不住的懵懂情愫无法抑制，青春期少女特有的大胆和自以为是让刘唯唯沉浸在自己想象中的感情互动里无法自拔……在那一年夏天，她就像一个闪亮的发光体，无所顾忌地去做自己喜欢的事，去爱自己喜欢的人。	孙伊涵,宋宁峰,周楚濋	刘紫微	刘紫微	6.8	http://vt1.doubanio.com/202003221556/56eac71b9af9db1e9512de8c847a7ce0/view/movie/M/302170359.mp4
26766405	死亡笔记	梁倩（曹斐然 饰）自小就失去了父母，孤苦伶仃的生活在孤儿院中。奶奶的出现给梁倩灰暗的生活带来了新的希望，奶奶将梁倩带回家，精心照料，渐渐的，梁倩从曾经那个灰头土脸的小姑娘，出落成了亭亭玉立的美人。 虽然拥有温婉美丽的外表，但梁倩的个性却格外的叛逆，干了许多莽撞而疯狂的事情。奶奶因为无法接受梁倩未婚先孕的事实，突发脑溢血去世了，追悔莫及的梁倩在奶奶的遗物中发现了一本神秘的笔记本，其中记载了自己的前世今生。梁倩决定守着奶奶留下的大房子，生下腹中的孩子，然而，一个陌生女租客的到来却令梁倩的生活再度陷入到了疯狂的危险和阴谋之中。©豆瓣	曹斐然,李峥,李奔	姜军	姜军	2.4	http://vt1.doubanio.com/202003230052/26e076bf1290753c1b0ae0558b1cd5b1/view/movie/M/301960627.mp4
26767512	解码游戏	宅男黑客李浩铭被代号“斑马”的职业罪犯乔飞和神秘女孩苏仪绑架，被迫卷入了一起诡谲奇异的案件中，与深网黑暗巨头闫岳斗智斗勇。陷入冒险游戏中的浩铭和乔飞渐渐成为一对生死拍档，而在不断浮出的“真相”背后，其实隐藏着更深的秘密……	韩庚,凤小岳,李媛	李海龙	苏亮	3.9	http://vt1.doubanio.com/202003221612/fb12e52bc10608b3f0d48e3548c9a6f1/view/movie/M/302340477.mp4
26770773	聊斋新编之画皮新娘	南唐寒阳公主死后，化身骷髅女妖，借江南第一美女西门燕皮囊，幻化为妙龄女郞，魅惑人间男子。书生王子玉偶遇化身西门燕的骷髅女妖，一见倾心，共结秦晋之好。未料想，新娘本是藏身人皮之下妖魔。被逐出家门王子玉之妻陈英，眼见王家遭遇妖魔之祸，请来驱魔道长成瓮和其徒弟小包子。.屠戮人间的骷髅女妖，一心斩妖的驱魔道人，一场人与妖魔的之间的情仇之战上演。 影片根据中国古典名著《聊斋志异》改编。	丁汇宇,殷果儿,徐千京	摩撒利	王文通	3.0	http://vt1.doubanio.com/202003230039/971c5dc4fe74b0aa1d084c690021ecc6/view/movie/M/302060558.mp4
26771100	星游记之风暴法米拉	2011年，从一个约定开始。2017年，这是我们共同的奇迹。阔别六年再飞行，这一次麦当、咕咚和笛亚在木星遭遇有史以来最大危机，矛盾重重，生死一线，麦当一行能否突出重围？	陶典,小连杀,山新	胡一泊	刘磊	7.5	http://vt1.doubanio.com/202003221558/987b4b99ccbbbfe430b1cacfb38ddf81/view/movie/M/302200180.mp4
26773744	相爱相亲	岳惠英（张艾嘉 饰）的母亲去世之后，惠英最大的念想就是将远葬在乡下的父亲的坟迁回城里，和母亲葬在一起，这个念头让她和父亲的原配姥姥（吴彦姝 饰）之间爆发了巨大的矛盾。迁坟的事成为了惠英的心结，亦让她和丈夫孝平（田壮壮 饰）之间的感情产生了裂痕。 惠英的女儿薇薇（朗月婷 饰）是电视台的栏目记者，对姥姥的过去充满了好奇的她将这场“家庭矛盾”搬上了电视，展现在了大众面前，虽然出发点是善意的，可整个事件却愈演愈烈最后变成了一出闹剧。与此同时，薇薇和男友阿达（宋宁峰 饰）之间的感情因为阿达的青梅竹马的出现而遭遇了信任危机，这让她对等了外公一辈子也孤独的生活了一辈子的姥姥产生了莫名的亲近之感。©豆瓣	张艾嘉,田壮壮,郎月婷	张艾嘉	张艾嘉	8.4	http://vt1.doubanio.com/202003221542/b5256a9d38d701f4cc30b36af7a3dcb0/view/movie/M/302230713.mp4
26774772	情况不妙	摩的司机牛大伟（李菁 饰）与怀孕的婷婷（马丽 饰）进城寻找婷婷的老公阿狗（林雪 饰），却阴差阳错卷进周阳（曹云金 饰）与Lily（周韦彤 饰）策划的一场敲诈案。国华证券的董事长杜剑锋（秦沛 饰）正因为诈骗案件准备带着女儿杜小米（盛朗熙 饰）逃往美国，就是这个时候，婷婷马上又要生了，惊魂一夜，爆笑上演……每个人的命运都在向着不可预知的方向发展着……©豆瓣	李菁,曹云金,马丽	王莉	王莉	6.4	http://vt1.doubanio.com/202003221603/3ec2de4daeb95ce99d4539caad45573b/view/movie/M/301990114.mp4
26775933	暴雪将至	故事发生在二十世纪九十年代的一座小城之中，接连发生的杀人案表明，有一个凶恶而又冷血的连环杀手潜伏在这座阴雨连绵的城市之中，而且此人极有可能是当地一座工厂里的内部人员。余国伟（段奕宏 饰）是工厂保卫科干事，因为多次破获了工厂里的盗窃案件而被人们称为“余神探”。 杀人案发生后，余国伟感到自己有责任为了调查案件的真相而贡献出一份力量，殊不知在刑侦队队长老张（杜源 饰）和李警官（郑楚一 饰）眼中，余国伟只是一个笑话一样的存在。余国伟决定凭借自己的力量调查案件的真相，并在一场意外中结识了名叫燕子（江一燕 饰）的女子。余国伟和燕子之间产生了压抑而又微妙的感情。©豆瓣	段奕宏,江一燕,杜源	董越	董越	7.0	http://vt1.doubanio.com/202003221543/f5fb806f5fb6d649b6a7f1c510127e4b/view/movie/M/302230806.mp4
26779337	盛先生的花儿	盛琴（艾丽娅 饰）的父亲盛先生（王德顺 饰）患上了老年痴呆症，每况愈下，最终生活无法自理。为了照顾父亲的饮食起居，盛琴雇佣了一位名叫棉花（颜丙燕 饰）的保姆。盛先生的记忆虽然每日都在消减，但唯独念念不忘的是已经过世多年的妻子，棉花刚刚上任没多久，便屡屡被盛先生误认为是妻子，惹出了不少的麻烦，棉花的为人品性亦遭到了盛琴的质疑。 随着时间的推移，棉花和盛先生之间建立起了一种特殊的信赖，可就在这个节骨眼上，棉花竟然怀孕了，崩溃的盛琴怀疑棉花腹中的孩子是自己的弟弟，于是在暗地里展开了调查，亦就此牵扯出了棉花隐藏多年的秘密。©豆瓣	颜丙燕,王德顺,艾丽娅	朱员成	朱员成	6.6	http://vt1.doubanio.com/202003221623/6b00f23834e7eadc3a3322679c98aca8/view/movie/M/302060477.mp4
26782714	虚拟情人	这是一个能让所有男性荷尔蒙爆棚，让所有女性为之疯狂的故事。当第三者成为不受道德禁锢捆绑的二次元恋人，当你日夜相对的爱人有了不可告人的秘密，当信任成为你们之间一把双刃之剑，当一双看不见的手将你们的欲望玩弄操控。当一切失控，你们又如何结束这场乐极生悲的春梦？如果从梦中醒来，你是选择身边的爱人，还是被身边的爱人选择……	吴民凡 ,涂善存,Nikki	王奕丁	邢远	6.2	 
26785020	黑蝴蝶	《黑蝴蝶》故事发生在阳光灿烂的80年代，80年代中期从监狱出来的女人齐琳（刘敏涛 饰）提前刑满释放回到家里发现已经物是人非、鹊巢鸠占。捍卫感情还是成人之美？在一系列艰难的选择之后，齐琳重新陷入了艰辛 忙乱的生活。同时跟迷惘懵懂青年周鲲鹏（李家成 饰）之间发生了奇妙的化学反应，他们从没有交集到互相影响，在一起找到人生意义的过程中，产生了一种“爱”。但却因为年龄的差异让这份“爱”变得有些难以启齿，就在深陷其中不知所措的时候，一段狱中的孽因横空飞来，将深爱的两人拆到相隔阴阳飙泪对话。	刘敏涛,李砚,霍青	安战军	徐超	7.3	http://vt1.doubanio.com/202003230043/cd58a6fd672ae38c033594c18c8f40e4/view/movie/M/302350798.mp4
26786669	中途岛	电影讲述的是第二次世界大战太平洋战争重要转折点——中途岛海战：经此一役，日本海军受到“降维打击”，美日海上实力反转，从而扭转了整个太平洋战场的局势。影片通过参战士兵和飞行员一个个鲜活的故事，带领观众逐步进入1942年6月初发生在太平洋中途岛附近那场令人难以置信的战争……	艾德·斯克林,帕特里克·威尔森,伍迪·哈里森	罗兰·艾默里奇	韦斯·图克	7.7	http://vt1.doubanio.com/202003221534/c9d629a1795af7e3dd0f76365f01e33a/view/movie/M/302490247.mp4
26787124	青禾男高	在一所名为青禾男高的学校里，荆浩（欧豪 饰）和阿屁、谭嘉木、幺鸡、二饼四位少年在特别的校园环境中结成了生死与共的挚友兄弟，并成为这所男高里唯一对抗校园霸凌的团体，压制了柴田（林遣都 饰）等人横行霸道的校园恶行。在特殊的时代氛围里，两方势力保持着微妙的平衡，直到女教师柳禾（景甜 饰）的出现，平衡被打破，这所男高里的少年们将何去何从，就此展开的激战如箭在弦。	景甜,欧豪,黑木美沙	蒋卓原	蒋卓原	3.9	http://vt1.doubanio.com/202003221550/d3d1063c857ef5dadb0fb242b74a97a5/view/movie/M/302180237.mp4
26790961	闪光少女	陈惊（徐璐饰）是一个古灵精怪、敢爱敢恨的姑娘，江湖人称“神经”。作为音乐附中的奇葩人物，陈惊人缘欠佳只有男闺蜜“油渣”（彭昱畅饰）甘愿为她鞍前马后。自信满满的陈惊恋上了校草师哥，不料却遭到校草的嘲笑和奚落，还引起了校园两大院系之间的大混战。为了向师哥证明自己，陈惊联手“502宿舍”神秘人物组成2.5次元乐团，挑战权威、破除成见，上演了一幕幕生猛搞笑的青春趣事。一个懵懂怪力的少女，一场默默守护的爱恋，一群奇葩义气的小伙伴，“神经女孩”如何逆袭成为“闪光少女”？2017年暑期《闪光少女》放肆揭晓——不一样，又怎样！	徐璐,彭昱畅,刘泳希	王冉	鲍鲸鲸	7.3	http://vt1.doubanio.com/202003221534/697a38099130aca0207b1eac4e59d558/view/movie/M/302190357.mp4
26794435	哪吒之魔童降世	天地灵气孕育出一颗能量巨大的混元珠，元始天尊将混元珠提炼成灵珠和魔丸，灵珠投胎为人，助周伐纣时可堪大用；而魔丸则会诞出魔王，为祸人间。元始天尊启动了天劫咒语，3年后天雷将会降临，摧毁魔丸。太乙受命将灵珠托生于陈塘关李靖家的儿子哪吒身上。然而阴差阳错，灵珠和魔丸竟然被掉包。本应是灵珠英雄的哪吒却成了混世大魔王。调皮捣蛋顽劣不堪的哪吒却徒有一颗做英雄的心。然而面对众人对魔丸的误解和即将来临的天雷的降临，哪吒是否命中注定会立地成魔？他将何去何从？	吕艳婷,囧森瑟夫,瀚墨	饺子	饺子	8.5	http://vt1.doubanio.com/202003221528/2739c632faf8b1e5aea466df86c245da/view/movie/M/302500477.mp4
26796665	九龍不敗	警探九龙(张晋 饰) ，查案方式奇异狠辣却屡建奇功，是叱咤香港警界的精英干探, 但他处事独断爆裂，又被警队视为“偏执狂人”。九龙奉命调查一桩妙龄女警连环被凶杀案，用尽手段后不仅毫无线索, 他的警花未婚妻方宁（邓丽欣 饰）竟然也在这场抓捕行动中意外失踪。在爱与痛的边缘挣扎的九龙，突然发现女警连环遇害只是第一步，凶手还有着更加血腥的阴谋，自己和未婚妻竟然也被算计其中。此时澳门再度发生女警被杀案，这次的作案手法更加令人发指，但凶手好像故意留下了线索，是危险陷阱还是复仇曙光？九龙义无反顾出发，在好友王梦奇（刘心悠 饰）及国际拳王冼力山（Anderson The Spider Silva 饰）的协助下, 与澳门警司曹志德（郑嘉颖 饰）联手展开调查。魔高一丈，道高几何！血债血偿之前，就算流干最后一滴血，也要誓不罢休。	张晋,安德森·席尔瓦,郑嘉颖	陈果	陈果	3.0	http://vt1.doubanio.com/202003221559/9d799a1eaef4921f71e5f0ca70babfe9/view/movie/M/302490587.mp4
26801782	缉枪	一次普通的车辆剐蹭事故里，俞苗老公刘明义拿枪打死了徐天的女朋友，被警察当场击毙。徐天找俞苗赔钱，二人去找卖枪给刘明义的枪贩子马三叹，却遇上了马三叹被警察连广阔抄了老窝。马三叹跳桥重伤，俞苗和徐天被马三叹的弟弟小马绑架，小马用徐天的生命要挟俞苗，要她去医院杀马三叹灭口。俞苗到医院，在连广阔的帮助下蒙混过关，警方根据俞苗的线索追查小马下落，警方设卡在山路围捕抢匪，双方展开了最后的较量。	白举纲,热依扎,连奕名	徐兵	徐兵	6.3	http://vt1.doubanio.com/202003221608/2fedb96c0c1e7ba7483b9632a0926a8b/view/movie/M/302170793.mp4
26803231	白雪公主和三只小猪	白雪公主（倪虹洁 配音）拥有美丽的外貌和善良的个性，深受国民们的喜爱。冰雪女王（谷子 配音）将她送往精灵王国，希望她在那里过上快乐的生活。一场意外中，白雪公主不小心跌落了山崖，虽然没有受伤，却因此失去了记忆。 吃宝（马小骥 配音）、萌宝（叶梓萱 配音）和屁宝（胡佳木 配音）是三只可爱的小猪，他们救下了无处可去的白雪公主，热情的邀请她和他们同住，就这样，白雪公主和可爱的三只小猪度过了一段无忧无虑的快乐时光。冰雪女王一直都在寻找白雪公主的踪迹，与此同时，邪恶的狼外婆（马小骥 配音）亦派出了她的爪牙猎人（陈喆 配音）和黑狼（赵铭洲 配音），想要抢在冰雪女王之前抓住白雪公主。©豆瓣	倪虹洁,任志宏,谷放冰	莎莉	董艺丛	2.4	http://vt1.doubanio.com/202003221629/8ad398918d8815c249b91413b84c9a83/view/movie/M/302010817.mp4
26803711	阿唐奇遇	在南方一座热闹城市里的一间茶叶店中，生活着一群陶瓷茶宠。他们以被浇茶变色为荣。而阿唐是其中唯一一个怎么浇茶都不会变色的茶宠。有一天，一个来自未来的神奇机器人小来，意外飞进了茶叶店，为阿唐带来一丝希望。为了找到让自己颜色变漂亮的方法，中华小茶宠阿唐决定为美大步走，与机器人小来一起出发，踏上一段寻找未来的历险旅程。	石磊,原泽宇,季冠霖	王微	王微	7.1	http://vt1.doubanio.com/202003221603/541da8b690bcedbeacd639806b19b48d/view/movie/M/302180773.mp4
26803717	我的宠物是大象	《我的宠物是大象》创作灵感来源于真人真事，取景自富有异域风情的西南边陲，讲述的是刘青云饰演的以大象表演为生计的马戏团老板老齐，为了能让大象吃到足够的象草，与尤婧茹饰演的刁蛮任性的千金大小姐杰西卡斗智斗勇，其间发生的故事和欢喜情缘，是一部治愈又充满诗意内涵的成人童话。 主演刘青云与尤靖茹这两个富有激情的人，为了大象产生对峙，天雷勾动地火，“烂仔”遇上“女勇士”，引发了一段如糖果般甜美浪漫的荒唐奇缘，给观众带来欢笑、感动，和关于生存与生活的思考。	刘青云,尤靖茹,孔维	邵晓黎	金哥	3.4	http://vt1.doubanio.com/202003230046/fd6520686203131348ccc240a954fcd0/view/movie/M/302450297.mp4
26811587	大护法	为了寻找下落不明的太子（图特哈蒙 配音），大护法（小连杀 配音）来到了一个诡异而又古怪的小镇上，在那里居住着一群不会说话的花生人，它们夜夜点燃来路不明的油灯，将天上漂浮的巨大花生熏得黑漆漆的。 大护法在镇上找到了藏匿在此的太子，并遇见了一直在保护着太子的小鸣（幽舞越山 配音）和会说话的花生人小姜（李兰陵 配音），在大护法的威逼利诱之下，太子同意跟他回去继承王位，却在半路上遭到了绑架。在解救太子的过程中，大护法渐渐解开了这个小镇上隐藏的骇人谜团，与此同时，他的强大宿敌亦在身后步步紧逼，企图将他置于死地而后快。©豆瓣	小连杀,图特哈蒙,金士杰	不思凡	不思凡	7.8	http://vt1.doubanio.com/202003221538/5efe63ede3e07bb90ed11fdde83274f3/view/movie/M/302180981.mp4
26811605	相声大电影之我要幸福	冯前程（郭麒麟 饰）为了哄郭壕（郭德纲 饰）的女儿郭佳林（黎心韵 饰）开心，从车行将郭壕的车开出来，不料却将豪车后备箱里郭壕装结婚大钻戒的保险箱遗失，冯前程为了找箱子听了算命先生（张鹤伦 饰）的指引，阴差阳错地相信失忆的岳强男（岳云鹏 饰）肯定知道箱子的下落。几经周折箱子终被找到，婚礼现场却“另起事端”……	郭德纲,于谦,岳云鹏	张栾	李颖	3.1	http://vt1.doubanio.com/202003221605/22231e6007dd84ccbe94f543b09f41b3/view/movie/M/302240351.mp4
26815182	安乐	《安乐》是7位中国新生代导演共同参与的发现公益·红计划（2016）公益短片中的一部，所关注的主题是“临终关怀”。 身患半身不遂的老殷，在一家叫“安乐”的养老院里居住多年了，并由护工小马照料生活起居。年轻的小马只把照顾老人当作一份工作，并未投入过多感情。老殷的家人也因为工作忙，只偶尔短暂的来看望他。真正与老殷相互陪伴的，其实是养老院里的同房病友老王。于此同时，养老院的门卫阿蔡暗恋着小马，却不敢开口。直到有一天老王的突然离世，才让老殷、小马和阿蔡的心理发生了微妙地转变…	徐才根,万茜,彭成彰	林旭坚	林旭坚	7.5	 
26815856	疯岳撬佳人	李帅亭（岳云鹏 饰）是一个单纯善良的小伙子，大学四年间，他一直默默的喜欢着名为张子墨（袁姗姗 饰）的姑娘，然而李帅亭深知自己和对方之间的差距过大，只得将这份感情深深埋藏在心底。然而，最终，李帅亭还是鼓起了勇气，向张子墨坦白了爱意，哪知道非但没有感动女神，还遭到了嘲讽和奚落。 受伤的李帅亭来到了一家养老院上班，每日沉迷于工作之中，以此逃避惨淡的现实。李帅亭负责照料一位名叫老朱（石小满 饰）的老人，在他无微不至的关怀下，本已经是植物人的老朱竟然奇迹般的康复了。康复后的老朱给了李帅亭一大笔酬金，拿着钱，李帅亭来到了爱情战略中心，来实现他长久以来的愿望。©豆瓣	岳云鹏,袁姗姗,孙坚	钟少雄	查文白	3.3	http://vt1.doubanio.com/202003221554/38329d30c23374c5b51c1a40a7b162c1/view/movie/M/302120204.mp4
26816076	“大”人物	名不见经传的小刑警孙大圣（王千源 饰）出生入死在追查案件的第一线，在平凡无奇的一天，他突然听说与之有交情的汽车修理工赵勇强跳楼自杀了。赵勇强此前租住一处拆迁房，但拆迁房一夜被人强拆，他和儿子不仅被赶了出来，连预付的租金都打了水漂。在此之后，赵带着儿子找到地产开发商泰华集团总经理赵泰（包贝尔 饰），结果却遭受了殴打和羞辱。在此之后，孙大圣试图调查此事，却遭到泰华集团乃至警方内部的阻挠，而赵泰试图收买他的行为更激怒了耿直倔强的孙大圣。 专横跋扈的赵泰为了摆平这件事，不惜采用各种龌龊肮脏的手段，正邪之战正式拉开帷幕……©豆瓣	王千源,包贝尔,王迅	五百	胡蓉蓉	6.5	http://vt1.doubanio.com/202003221535/1a068886ae73c136708711aa7003a25b/view/movie/M/302410798.mp4
26816383	喜欢你	一场意外让平凡的厨师顾胜男（周冬雨 饰）结识了霸道总裁路晋（金城武 饰）。之后，路晋入住了顾胜男所在的酒店，在并不知晓对方真实身份的情况下，顾胜男用一道“女巫汤”征服了路晋挑剔的味蕾，一位厨师和一位食客，两人在美食的联结下产生了奇妙的缘分。 路晋的失眠症日益严重，一次偶然中，他发现自己竟然在顾胜男家的沙发上酣然入睡，从此，这张沙发便成为了他的专属床位。随着时间的推移，在一餐一饭之中，顾胜男和路晋之间渐渐产生了懵懂的感情。然而路晋在父亲严苛而又独裁的教育下长大，顾胜男则向来大大咧咧毛手毛脚，个性和身份迥异的他们压抑着内心的感情，由此生出了诸多的误会。©豆瓣	金城武,周冬雨,孙艺洲	许宏宇	李媛	6.8	http://vt1.doubanio.com/202003221533/535643c57fffdd2391debc05e30623cf/view/movie/M/302150943.mp4
26818312	情遇曼哈顿	在《情遇曼哈顿》中，王丽坤饰演女一白淇，一名在纽约挣扎找机会的年轻演员。百老汇大制作《木兰歌剧》公开征选女主角，白淇面试非常出色，让白淇惊讶万分的是，与她争夺女主角的唯一对手，竟然是之前多次邂逅、颇有好感的宋苇东（高以翔 饰），一场竞争就此展开。	王丽坤,高以翔,李媛	李巨源	李巨源	3.9	http://vt1.doubanio.com/202003221559/a16feafa46d1022ffc620c89df45d66b/view/movie/M/302210586.mp4
26818314	猛虫过江	东北农村青年沈福（小沈阳 饰）与大雷（潘斌龙 饰）遇见南方姑娘静香（宋芸桦 饰），机缘巧合来到陌生大城市，面对从天而降的巨额遗产和随之而来的种种危机，两人接连施展令人意想不到的“独门秘籍”，引发了一连串爆笑喜剧故事。	小沈阳,潘斌龙,宋芸桦	小沈阳	天然	3.7	http://vt1.doubanio.com/202003221545/85a92c0a1ad32896a04a77df2063e036/view/movie/M/302320629.mp4
26820458	我是哪吒	殷商末年，东海大将夜叉密谋篡权，企图暗害龙王之女以达成他统治东海的目的。不料其阴谋被陈塘关总兵李靖之子哪吒无意撞到。为了掩人耳目，夜叉将暗害龙女的罪名嫁祸给哪吒，将其变为龙族的公敌。而在另外一方，哪吒受怪仙太乙真人之命前往金光洞修道，途中遇到了遭遇夜叉暗害而失去记忆的龙女，以及精通变化和遁地之术的土行孙，三人都被太乙真人收为门徒。就在哪吒一行人潜习法术之时，夜叉却率龙宫重兵来到了陈塘关，大战一触即发。	陶典,韩娇娇,刘垚	舒展	李珏	3.8	http://vt1.doubanio.com/202003230045/80f8d36566c07cb0817c067f91adea08/view/movie/M/302260086.mp4
26820833	中邪	大学生丁鑫和刘梦为拍摄农村风俗纪录片进入一个村落，在目睹了充满诡异气息的 “还人”仪式后，两人跟随“高人”王婆夫妇来到一处偏远的山庄拍摄驱邪过程。然而 事情却向更加诡异的方向发展，驱邪四人组经历着人性的考验，生命岌岌可危，而所发 生的一切都被丁鑫和刘梦的摄影机默默记录着......©豆瓣	董天文,何佳,赵树达	马凯	马凯	6.8	http://vt1.doubanio.com/202003221555/85e267666e3b8074a521303a93baa07c/view/movie/M/302280974.mp4
26820836	八月	九十年代初的西部小城，结束了小升初考试的张小雷（孔惟一 饰）终于迎来了盼望已久的没有作业的暑假。然而这个自由的，炎热的夏天并不是想象中那样红火热烈，更多是平常反复的家庭生活和大把闲工夫。恰逢那一年国家开始实施国有单位转型，铁饭碗被打破，张小雷父亲（张晨 饰）的单位也受到改革冲击，他们生活的家属院 里每一个家庭的生活都被改革影响着。孩子们整日百无聊赖，而看似平静的大人们，心却像烈日炙烤着那般燥热。张小雷就那么静静的耗着，感受着身边隐隐发生的一切。直到父亲为了生活同其他人远走他乡，家里只剩下了母子俩，张小雷才着实感觉到时间过去了，生活不一样了。立秋那天夜里，张小雷家的昙花在院子里悄然开放，像是意味着什么……	孔维一,张晨,郭燕芸	张大磊	张大磊	7.1	http://vt1.doubanio.com/202003221558/0c0e74d9295933714f9da8f93dba10e8/view/movie/M/302140153.mp4
